Monitoring Period Date,NPDES Permit Number,Facility Name,City,State,ZIP Code,County,Total Facility Design Flow (MGD),Parameter Description,Pollutant Load (kg/period),Average Daily Load (kg/day),Average Concentration (mg/L),% Load from DMRs,% Load from Limits,Max Allowable Load (kg/period),Load Over Limit (Option 1) (kg/period),Load Over Limit (Option 2) (kg/period),Wastewater Flow (MGal/period),Average Daily Flow (MGD),Average Wastewater pH
12/31/17,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"Nitrogen, total (as N)",654.84285,1.79409,3.95,100,0,0,0,,3.72,0.12,
12/31/17,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Nitrogen, total (as N)",3494.70564,112.73244,4.08,100,0,0,0,,226.3,7.3,
12/31/17,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"Nitrogen, Total As N",25212.83125,69.07625,2.5,100,0,60510.795,0,-35297.96375,226.3,7.3,
12/31/17,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Nitrogen, Total As N",29219.50113,80.05342776,2.897284804,100,0,351.6217811,0,-99122.44898,226.3,7.3,
12/31/17,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"Nitrogen, Total As N",,,,100,0,0,0,,0,0,
12/31/17,VAG750045,ALBEMARLE COUNTY SCHOOLS VEHICLE MAINTENANCE FAC,CHARLOTTESVILLE,VA,22901,,,Oil & grease,,,,100,0,0,0,,0,0,
12/31/17,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"Phosphorus, total (as P)",530.5056,1.45344,3.2,100,0,0,0,,3.72,0.12,
12/31/17,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Phosphorus, total (as P)",256.96365,8.28915,0.3,100,0,0,0,,226.3,7.3,
12/31/17,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"Phosphorus, Total As P",1008.51325,2.76305,0.1,100,0,5042.56625,0,-4034.053,226.3,7.3,
12/31/17,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Phosphorus, Total As P",1147.845805,3.144783027,0.11381564,100,0,23.01742615,0,-7253.514739,226.3,7.3,
12/31/17,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"Phosphorus, Total As P",,,,100,0,0,0,,0,0,
12/31/17,VAG750045,ALBEMARLE COUNTY SCHOOLS VEHICLE MAINTENANCE FAC,CHARLOTTESVILLE,VA,22901,,,"Solids, total suspended",,,,100,0,0,0,,0,0,
12/31/17,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Solids, total suspended",0.93,0.03,1.981505945,100,0,139.5,0,-138.57,0.124,0.004,7.9
12/31/17,VAG408447,ECKFORD JASON RESIDENCE,CHARLOTTESVILLE,VA,22903,ALBEMARLE COUNTY,,"Solids, total suspended",,,,100,0,0,0,,0,0,
12/31/17,VAG408479,FADELEY THOMAS J RESIDENCE,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,,"Solids, total suspended",,,,100,0,0,0,,0,0,
12/31/17,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"Solids, total suspended",31,1,2.201673272,100,0,1333,0,-1302,3.72,0.12,6.9
12/31/17,VAG408448,GODFREY GREGORY AND SALLY RESIDENCE,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,,"Solids, total suspended",,,,100,0,0,0,,0,0,
12/31/17,VAG408417,KNIGHT ROBERT AND JESSICA RESIDENCE,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,,"Solids, total suspended",,,,100,0,0,0,,0,0,
12/31/17,VAG408435,LOFLIN LAURA RESIDENCE,CHARLOTTESVILLE,VA,22903,ALBEMARLE COUNTY,,"Solids, total suspended",,,,100,0,0,0,,0,0,
12/31/17,VAG408498,MARCUS ELIZABETH RESIDENCE,CHARLOTTESVILLE,VA,22903,ALBEMARLE COUNTY,,"Solids, total suspended",,,,100,0,0,0,,0,0,
12/31/17,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"Solids, total suspended",1147,37,1.339099908,100,0,37200,0,-36053,226.3,7.3,7.2
12/31/17,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"Solids, total suspended",,,0,100,0,52.7,0,,0,0,
1/31/18,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"BOD, carbonaceous, 05 day, 20 C",2.79,0.09,5.944517834,100,0,117.8,0,-115.01,0.124,0.004,
1/31/18,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"BOD, carbonaceous, 05 day, 20 C",15.5,0.5,1.234583143,100,0,682,0,-666.5,3.317,0.107,7.1
1/31/18,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"BOD, carbonaceous, 05 day, 20 C",310,10,0.343117912,100,0,17670,0,-17360,238.7,7.7,7
1/31/18,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"BOD, carbonaceous, 05 day, 20 C",,,0,100,0,30.07,0,,0,0,
1/31/18,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Chlorine, total residual",,,,100,0,0.00375472,0,,0.124,0.004,7.8
1/31/18,VA0076244,STONE-ROBINSON ELEMENTARY,CHARLOTTESVILLE,VA,22901,ALBEMARLE,0.007,"Chlorine, total residual",0.164269,0.005299,1.4,100,0,0.211203,0,-0.046934,0.031,0.001,7.6
1/31/18,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,E. coli,1.40802,0.04542,3,100,0,59.13684,0,-57.72882,0.124,0.004,7.8
1/31/18,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,E. coli,25.10969,0.80999,2,100,0,1581.91047,0,-1556.80078,3.317,0.107,7.1
1/31/18,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,E. coli,1806.959,58.289,2,100,0,113838.417,0,-112031.458,238.7,7.7,7
1/31/18,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,E. coli,,,,100,0,0,0,,0,0,
1/31/18,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,Nitrite plus nitrate total 1 det. (as N),3994.693542,128.861082,4.41,100,0,0,0,,239.32,7.72,
1/31/18,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Nitrogen, ammonia total (as N)",5.115806,0.165026,10.9,100,0,3.98939,1.126416,1.126416,0.124,0.004,
1/31/18,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"Nitrogen, ammonia total (as N)",252.97426,8.16046,0.28,100,0,6324.3565,0,-6071.38224,238.7,7.7,
1/31/18,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"Nitrogen, ammonia total (as N)",,,,100,0,0,0,,0,0,
1/31/18,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"Nitrogen, Kjeldahl, total (as N)",18.6,0.6,1.481499772,100,0,434,0,-415.4,3.317,0.107,7.1
1/31/18,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Nitrogen, Kjeldahl, total (as N)",1449.32192,46.75232,1.6,100,0,0,0,,239.32,7.72,
1/31/18,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Nitrogen, total (as N)",5425.898938,175.028998,5.99,100,0,0,0,,239.32,7.72,
1/31/18,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Phosphorus, total (as P)",163.048716,5.259636,0.18,100,0,0,0,,239.32,7.72,
1/31/18,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Solids, total suspended",3.72,0.12,7.926023778,100,0,139.5,0,-135.78,0.124,0.004,7.8
1/31/18,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"Solids, total suspended",62,2,4.938332572,100,0,1333,0,-1271,3.317,0.107,7.1
1/31/18,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"Solids, total suspended",868,28,0.960730155,100,0,37200,0,-36332,238.7,7.7,7
1/31/18,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"Solids, total suspended",,,0,100,0,52.7,0,,0,0,
2/28/18,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"BOD, carbonaceous, 05 day, 20 C",3.92,0.14,7.397622193,100,0,106.4,0,-102.48,0.14,0.005,
2/28/18,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"BOD, carbonaceous, 05 day, 20 C",30.8,1.1,2.105948347,100,0,616,0,-585.2,3.864,0.138,6.8
2/28/18,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"BOD, carbonaceous, 05 day, 20 C",1316,47,1.193984351,100,0,15960,0,-14644,291.2,10.4,7
2/28/18,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"BOD, carbonaceous, 05 day, 20 C",,,0,100,0,27.16,0,,0,0,
2/28/18,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Chlorine, total residual",,,,100,0,0.0042392,0,,0.14,0.005,7.7
2/28/18,VA0076244,STONE-ROBINSON ELEMENTARY,CHARLOTTESVILLE,VA,22901,ALBEMARLE,0.007,"Chlorine, total residual",0.275548,0.009841,1.3,100,0,0.381528,0,-0.10598,0.056,0.002,6.7
2/28/18,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,E. coli,1.0598,0.03785,2,100,0,66.7674,0,-65.7076,0.14,0.005,7.7
2/28/18,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,E. coli,29.25048,1.04466,2,100,0,1842.78024,0,-1813.52976,3.864,0.138,6.8
2/28/18,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,E. coli,1102.192,39.364,1,100,0,138876.192,0,-137774,291.2,10.4,7
2/28/18,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,E. coli,,,,100,0,0,0,,0,0,
2/28/18,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,Nitrite plus nitrate total 1 det. (as N),3989.93504,142.49768,3.62,100,0,0,0,,291.2,10.4,
2/28/18,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Nitrogen, ammonia total (as N)",,,,100,0,4.50415,0,,0.14,0.005,
2/28/18,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"Nitrogen, ammonia total (as N)",66.13152,2.36184,0.06,100,0,7715.344,0,-7649.21248,291.2,10.4,
2/28/18,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"Nitrogen, ammonia total (as N)",,,,100,0,0,0,,0,0,
2/28/18,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"Nitrogen, Kjeldahl, total (as N)",8.4,0.3,0.574349549,100,0,392,0,-383.6,3.864,0.138,6.8
2/28/18,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Nitrogen, Kjeldahl, total (as N)",2105.18672,75.18524,1.91,100,0,0,0,,291.2,10.4,
2/28/18,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Nitrogen, total (as N)",6095.12176,217.68292,5.53,100,0,0,0,,291.2,10.4,
2/28/18,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Phosphorus, total (as P)",308.61376,11.02192,0.28,100,0,0,0,,291.2,10.4,
2/28/18,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Solids, total suspended",5.6,0.2,10.5680317,100,0,126,0,-120.4,0.14,0.005,7.7
2/28/18,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"Solids, total suspended",56,2,3.828996994,100,0,1204,0,-1148,3.864,0.138,6.8
2/28/18,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"Solids, total suspended",1512,54,1.371811808,100,0,33600,0,-32088,291.2,10.4,7
2/28/18,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"Solids, total suspended",,,0,100,0,47.6,0,,0,0,
3/31/18,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"BOD, carbonaceous, 05 day, 20 C",2.48,0.08,4.227212682,100,0,117.8,0,-115.32,0.155,0.005,
3/31/18,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"BOD, carbonaceous, 05 day, 20 C",18.6,0.6,1.467782181,100,0,682,0,-663.4,3.348,0.108,6.7
3/31/18,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"BOD, carbonaceous, 05 day, 20 C",1457,47,1.496076777,100,0,17670,0,-16213,257.3,8.3,7.2
3/31/18,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"BOD, carbonaceous, 05 day, 20 C",,,0,100,0,30.07,0,,0,0,
3/31/18,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Chlorine, total residual",,,,100,0,0.0046934,0,,0.155,0.005,7.7
3/31/18,VA0076244,STONE-ROBINSON ELEMENTARY,CHARLOTTESVILLE,VA,22901,ALBEMARLE,0.007,"Chlorine, total residual",0.328538,0.010598,1.4,100,0,0.422406,0,-0.093868,0.062,0.002,6.8
3/31/18,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,E. coli,1.760025,0.056775,3,100,0,73.92105,0,-72.161025,0.155,0.005,7.7
3/31/18,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,E. coli,25.34436,0.81756,2,100,0,1596.69468,0,-1571.35032,3.348,0.108,6.7
3/31/18,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,E. coli,1947.761,62.831,2,100,0,122708.943,0,-120761.182,257.3,8.3,7.2
3/31/18,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,E. coli,,,,100,0,0,0,,0,0,
3/31/18,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,Nitrite plus nitrate total 1 det. (as N),3710.484705,119.693055,3.81,100,0,0,0,,257.3,8.3,
3/31/18,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Nitrogen, ammonia total (as N)",,,,100,0,4.9867375,0,,0.155,0.005,
3/31/18,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"Nitrogen, ammonia total (as N)",126.604465,4.084015,0.13,100,0,6817.1635,0,-6690.559035,257.3,8.3,
3/31/18,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"Nitrogen, ammonia total (as N)",,,,100,0,0,0,,0,0,
3/31/18,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"Nitrogen, Kjeldahl, total (as N)",15.5,0.5,1.223151818,100,0,434,0,-418.5,3.348,0.108,6.7
3/31/18,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Nitrogen, Kjeldahl, total (as N)",2045.14905,65.97255,2.1,100,0,0,0,,257.3,8.3,
3/31/18,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Nitrogen, total (as N)",5755.633755,185.665605,5.91,100,0,0,0,,257.3,8.3,
3/31/18,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Phosphorus, total (as P)",233.73132,7.53972,0.24,100,0,0,0,,257.3,8.3,
3/31/18,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Solids, total suspended",2.48,0.08,4.227212682,100,0,139.5,0,-137.02,0.155,0.005,7.7
3/31/18,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"Solids, total suspended",62,2,4.89260727,100,0,1333,0,-1271,3.348,0.108,6.7
3/31/18,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"Solids, total suspended",1364,44,1.400582515,100,0,37200,0,-35836,257.3,8.3,7.2
3/31/18,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"Solids, total suspended",,,0,100,0,52.7,0,,0,0,
4/30/18,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"BOD, carbonaceous, 05 day, 20 C",3,0.1,4.403346543,100,0,114,0,-111,0.18,0.006,
4/30/18,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"BOD, carbonaceous, 05 day, 20 C",39,1.3,2.621839927,100,0,660,0,-621,3.93,0.131,6.9
4/30/18,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"BOD, carbonaceous, 05 day, 20 C",1710,57,1.505944518,100,0,17100,0,-15390,300,10,7.1
4/30/18,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"BOD, carbonaceous, 05 day, 20 C",,,0,100,0,29.1,0,,0,0,
4/30/18,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Chlorine, total residual",,,,100,0,0.0054504,0,,0.18,0.006,7.4
4/30/18,VA0076244,STONE-ROBINSON ELEMENTARY,CHARLOTTESVILLE,VA,22901,ALBEMARLE,0.007,"Chlorine, total residual",0.34065,0.011355,1.5,100,0,0.40878,0,-0.06813,0.06,0.002,7.4
4/30/18,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,E. coli,13.626,0.4542,20,100,0,85.8438,0,-72.2178,0.18,0.006,7.4
4/30/18,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,E. coli,74.37525,2.479175,5,100,0,1874.2563,0,-1799.88105,3.93,0.131,6.9
4/30/18,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,E. coli,1135.5,37.85,1,100,0,143073,0,-141937.5,300,10,7.1
4/30/18,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,E. coli,,,,100,0,0,0,,0,0,
4/30/18,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,Nitrite plus nitrate total 1 det. (as N),4246.77,141.559,3.74,100,0,0,0,,300,10,
4/30/18,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Nitrogen, ammonia total (as N)",,,,100,0,5.79105,0,,0.18,0.006,
4/30/18,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"Nitrogen, ammonia total (as N)",56.775,1.8925,0.05,100,0,7948.5,0,-7891.725,300,10,
4/30/18,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"Nitrogen, ammonia total (as N)",,,,100,0,0,0,,0,0,
4/30/18,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"Nitrogen, Kjeldahl, total (as N)",27,0.9,1.815119949,100,0,420,0,-393,3.93,0.131,6.9
4/30/18,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Nitrogen, Kjeldahl, total (as N)",1896.285,63.2095,1.67,100,0,0,0,,300,10,
4/30/18,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Nitrogen, total (as N)",6143.055,204.7685,5.41,100,0,0,0,,300,10,
4/30/18,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Phosphorus, total (as P)",272.52,9.084,0.24,100,0,0,0,,300,10,
4/30/18,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Solids, total suspended",3,0.1,4.403346543,100,0,135,0,-132,0.18,0.006,7.4
4/30/18,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"Solids, total suspended",60,2,4.033599887,100,0,1290,0,-1230,3.93,0.131,6.9
4/30/18,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"Solids, total suspended",1200,40,1.05680317,100,0,36000,0,-34800,300,10,7.1
4/30/18,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"Solids, total suspended",,,0,100,0,51,0,,0,0,
5/31/18,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"BOD, carbonaceous, 05 day, 20 C",3.41,0.11,4.151726741,100,0,117.8,0,-114.39,0.217,0.007,
5/31/18,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"BOD, carbonaceous, 05 day, 20 C",18.6,0.6,0.960730155,100,0,682,0,-663.4,5.115,0.165,6.9
5/31/18,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"BOD, carbonaceous, 05 day, 20 C",1054,34,0.748568912,100,0,17670,0,-16616,372,12,7.2
5/31/18,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"BOD, carbonaceous, 05 day, 20 C",,,0,100,0,30.07,0,,0,0,
5/31/18,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Chlorine, total residual",,,,100,0,0.007145702,0,,0.217,0.007,7.9
5/31/18,VA0076244,STONE-ROBINSON ELEMENTARY,CHARLOTTESVILLE,VA,22901,ALBEMARLE,0.007,"Chlorine, total residual",0.305071,0.009841,1.3,100,0,0.422406,0,-0.117335,0.062,0.002,7.3
5/31/18,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,E. coli,96.801375,3.122625,5,100,0,2439.39465,0,-2342.593275,5.115,0.165,6.9
5/31/18,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,E. coli,2816.04,90.84,2,100,0,177410.52,0,-174594.48,372,12,7.2
5/31/18,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,E. coli,,,,100,0,0,0,,0,0,
